1ias	C	P36897	PF00069	1
1ias	D	P36897	PF00069	1
1ias	E	P36897	PF00069	1
1ig1	A	P53355	PF00069	1
1j1b	A	P49841	PF00069	1
1j1b	B	P49841	PF00069	1
1j1c	A	P49841	PF00069	1
1j1c	B	P49841	PF00069	1
1j3h	A	P05132	PF00069	1
1j3h	B	P05132	PF00069	1
1j91	A	P28523	PF00069	1
1j91	B	P28523	PF00069	1
1jam	A	P28523	PF00069	1
1jbp	E	P05132	PF00069	1
1jkk	A	P53355	PF00069	1
1jkl	A	P53355	PF00069	1
1jks	A	P53355	PF00069	1
1jkt	A	P53355	PF00069	1
1jkt	B	P53355	PF00069	1
1jlu	E	P05132	PF00069	1
1jnk	A	P53779	PF00069	1
1jow	B	Q00534	PF00069	1
1jst	A	P24941	PF00069	1
1jst	C	P24941	PF00069	1
1jsu	A	P24941	PF00069	1
1jsv	A	P24941	PF00069	1
1jvp	P	P24941	PF00069	1
1jwh	A	P68400	PF00069	1
1jwh	B	P68400	PF00069	1
1ke5	A	P24941	PF00069	1
1ke6	A	P24941	PF00069	1
1ke7	A	P24941	PF00069	1
1ke8	A	P24941	PF00069	1
1ke9	A	P24941	PF00069	1
1koa	A	Q23551	PF00069	1
1kob	A	Q16980	PF00069	1
1kob	B	Q16980	PF00069	1
1kv1	A	Q16539	PF00069	1
1kv2	A	Q16539	PF00069	1
1kwp	A	P49137	PF00069	1
1kwp	B	P49137	PF00069	1
1l3r	E	P05132	PF00069	1
1lew	A	P47811	PF00069	1
1lez	A	P47811	PF00069	1
1lp4	A	P28523	PF00069	1
1lpu	A	P28523	PF00069	1
1lr4	A	P28523	PF00069	1
1m2p	A	P28523	PF00069	1
1m2q	A	P28523	PF00069	1
1m2r	A	P28523	PF00069	1
1m7q	A	Q16539	PF00069	1
1mq4	A	O14965	PF00069	1
1mru	A	P9WI81	PF00069	1
1mru	B	P9WI81	PF00069	1
1mrv	A	P31751	PF00069	1
1mry	A	P31751	PF00069	1
1muo	A	O14965	PF00069	1
1na7	A	P68400	PF00069	1
1nvq	A	O14757	PF00069	1
1nvr	A	O14757	PF00069	1
1nvs	A	O14757	PF00069	1
1nxk	A	P49137	PF00069	1
1nxk	B	P49137	PF00069	1
1nxk	C	P49137	PF00069	1
1nxk	D	P49137	PF00069	1
1ny3	A	P49137	PF00069	1
1o6k	A	P31751	PF00069	1
1o6l	A	P31751	PF00069	1
1o6y	A	P9WI81	PF00069	1
1o9u	A	P49841	PF00069	1
1ob3	A	Q07785	PF00069	1
1ob3	B	Q07785	PF00069	1
1ogu	A	P24941	PF00069	1
1ogu	C	P24941	PF00069	1
1oi9	A	P24941	PF00069	1
1oi9	C	P24941	PF00069	1
1oiq	A	P24941	PF00069	1
1oir	A	P24941	PF00069	1
1oit	A	P24941	PF00069	1
1oiu	A	P24941	PF00069	1
1oiu	C	P24941	PF00069	1
1oiy	A	P24941	PF00069	1
1oiy	C	P24941	PF00069	1
1okv	A	P24941	PF00069	1
1okv	C	P24941	PF00069	1
1okw	A	P24941	PF00069	1
1okw	C	P24941	PF00069	1
1oky	A	O15530	PF00069	1
1okz	A	O15530	PF00069	1
1ol1	A	P24941	PF00069	1
1ol1	C	P24941	PF00069	1
1ol2	A	P24941	PF00069	1
1ol2	C	P24941	PF00069	1
1ol5	A	O14965	PF00069	1
1ol6	A	O14965	PF00069	1
1ol7	A	O14965	PF00069	1
1om1	A	P28523	PF00069	1
1omw	A	P21146	PF00069	1
1ouk	A	Q16539	PF00069	1
1ouy	A	Q16539	PF00069	1
1ove	A	Q16539	PF00069	1
1oz1	A	Q16539	PF00069	1
1p2a	A	P24941	PF00069	1
1p4f	A	P53355	PF00069	1
1p5e	A	P24941	PF00069	1
1p5e	C	P24941	PF00069	1
1pf8	A	P24941	PF00069	1
1phk	A	P00518	PF00069	1
1pjk	A	P68400	PF00069	1
1pkd	A	P24941	PF00069	1
1pkd	C	P24941	PF00069	1
1pme	A	P28482	PF00069	1
1pmn	A	P53779	PF00069	1
1pmu	A	P53779	PF00069	1
1pmv	A	P53779	PF00069	1
1pw2	A	P24941	PF00069	1
1pxi	A	P24941	PF00069	1
1pxj	A	P24941	PF00069	1
1pxk	A	P24941	PF00069	1
1pxl	A	P24941	PF00069	1
1pxm	A	P24941	PF00069	1
1pxn	A	P24941	PF00069	1
1pxo	A	P24941	PF00069	1
1pxp	A	P24941	PF00069	1
1py5	A	P36897	PF00069	1
1pye	A	P24941	PF00069	1
1pyx	A	P49841	PF00069	1
1pyx	B	P49841	PF00069	1
1q24	A	P00517	PF00069	1
1q3d	A	P49841	PF00069	1
1q3d	B	P49841	PF00069	1
1q3w	A	P49841	PF00069	1
1q3w	B	P49841	PF00069	1
1q41	A	P49841	PF00069	1
1q41	B	P49841	PF00069	1
1q4l	A	P49841	PF00069	1
1q4l	B	P49841	PF00069	1
1q5k	A	P49841	PF00069	1
1q5k	B	P49841	PF00069	1
1q61	A	P00517	PF00069	1
1q62	A	P00517	PF00069	1
1q8t	A	P00517	PF00069	1
1q8u	A	P00517	PF00069	1
1q8w	A	P00517	PF00069	1
1q8y	A	Q03656	PF00069	0.96
1q8y	A	Q03656	PF00069	0.936
1q8y	B	Q03656	PF00069	0.936
1q8y	B	Q03656	PF00069	0.96
1q8z	A	Q03656	PF00069	0.936
1q8z	A	Q03656	PF00069	0.96
1q8z	B	Q03656	PF00069	0.96
1q8z	B	Q03656	PF00069	0.936
1q97	A	Q03656	PF00069	0.936
1q97	A	Q03656	PF00069	0.96
1q97	B	Q03656	PF00069	0.936
1q97	B	Q03656	PF00069	0.96
1q99	A	Q03656	PF00069	0.936
1q99	A	Q03656	PF00069	0.96
1q99	B	Q03656	PF00069	0.936
1q99	B	Q03656	PF00069	0.96
1ql6	A	P00518	PF00069	1
1qmz	A	P24941	PF00069	1
1qmz	C	P24941	PF00069	1
1r0e	A	P49841	PF00069	1
1r0e	B	P49841	PF00069	1
1r39	A	Q16539	PF00069	1
1r3c	A	Q16539	PF00069	1
1r78	A	P24941	PF00069	1
1rdq	E	P05132	PF00069	1
1re8	A	P05132	PF00069	1
1rej	A	P05132	PF00069	1
1rek	A	P05132	PF00069	1
1rw8	A	P36897	PF00069	1
1s9i	A	P36507	PF00069	1
1s9i	B	P36507	PF00069	1
1s9j	A	Q02750	PF00069	1
1smh	A	P00517	PF00069	1
1stc	E	P00517	PF00069	1
1sve	A	P00517	PF00069	1
1svg	A	P00517	PF00069	1
1svh	A	P00517	PF00069	1
1syk	A	P05132	PF00069	1
1syk	B	P05132	PF00069	1
1szm	A	P00517	PF00069	1
1szm	B	P00517	PF00069	1
1tki	A	Q8WZ42	PF00069	1
1tki	B	Q8WZ42	PF00069	1
1tvo	A	P28482	PF00069	1
1u5q	A	Q9JLS3	PF00069	1
1u5q	B	Q9JLS3	PF00069	1
1u5r	A	Q9JLS3	PF00069	1
1u5r	B	Q9JLS3	PF00069	1
1ua2	A	P50613	PF00069	1
1ua2	B	P50613	PF00069	1
1ua2	C	P50613	PF00069	1
1ua2	D	P50613	PF00069	1
1ukh	A	P45983	PF00069	1
1uki	A	P45983	PF00069	1
1ung	A	Q00535	PF00069	1
1ung	B	Q00535	PF00069	1
1unh	A	Q00535	PF00069	1
1unh	B	Q00535	PF00069	1
1unl	A	Q00535	PF00069	1
1unl	B	Q00535	PF00069	1
1urc	A	P24941	PF00069	1
1urc	C	P24941	PF00069	1
1urw	A	P24941	PF00069	1
1uu3	A	O15530	PF00069	1
1uu7	A	O15530	PF00069	1
1uu8	A	O15530	PF00069	1
1uu9	A	O15530	PF00069	1
1uv5	A	P49841	PF00069	1
1uvr	A	O15530	PF00069	1
1v0b	A	Q07785	PF00069	1
1v0b	B	Q07785	PF00069	1
1v0o	A	Q07785	PF00069	1
1v0o	B	Q07785	PF00069	1
1v0p	A	Q07785	PF00069	1
1v0p	B	Q07785	PF00069	1
1v1k	A	P24941	PF00069	1
1veb	A	P00517	PF00069	1
1vjy	A	P36897	PF00069	1
1vyw	A	P24941	PF00069	1
1vyw	C	P24941	PF00069	1
1vyz	A	P24941	PF00069	1
1vzo	A	O75582	PF00069	1
1w0x	C	P24941	PF00069	1
1w7h	A	Q16539	PF00069	1
1w82	A	Q16539	PF00069	1
1w83	A	Q16539	PF00069	1
1w84	A	Q16539	PF00069	1
1w8c	A	P24941	PF00069	1
1w98	A	P24941	PF00069	1
1wak	A	Q96SB4	PF00069	1
1wbn	A	Q16539	PF00069	1
1wbo	A	Q16539	PF00069	1
1wbp	A	Q96SB4	PF00069	1
1wbs	A	Q16539	PF00069	1
1wbt	A	Q16539	PF00069	1
1wbv	A	Q16539	PF00069	1
1wbw	A	Q16539	PF00069	1
1wcc	A	P24941	PF00069	1
1wfc	A	Q16539	PF00069	1
1wmk	A	Q9UIK4	PF00069	1
1wmk	B	Q9UIK4	PF00069	1
1wmk	C	Q9UIK4	PF00069	1
1wmk	D	Q9UIK4	PF00069	1
1wmk	E	Q9UIK4	PF00069	1
1wmk	F	Q9UIK4	PF00069	1
1wmk	G	Q9UIK4	PF00069	1
1wmk	H	Q9UIK4	PF00069	1
1wvw	A	P53355	PF00069	1
1wvx	A	P53355	PF00069	1
1wvy	A	P53355	PF00069	1
1wzy	A	P28482	PF00069	1
1x8b	A	P30291	PF00069	1
1xh4	A	P00517	PF00069	1
1xh5	A	P00517	PF00069	1
1xh6	A	P00517	PF00069	1
1xh7	A	P00517	PF00069	1
1xh8	A	P00517	PF00069	1
1xh9	A	P00517	PF00069	1
1xha	A	P00517	PF00069	1
1xjd	A	Q04759	PF00069	1
1xo2	B	Q00534	PF00069	1
1xqz	A	P11309	PF00069	1
1xr1	A	P11309	PF00069	1
1xws	A	P11309	PF00069	1
1y8g	A	O08679	PF00069	1
1y8g	B	O08679	PF00069	1
1y8y	A	P24941	PF00069	1
1y91	A	P24941	PF00069	1
1ydr	E	P00517	PF00069	1
1yds	E	P00517	PF00069	1
1ydt	E	P00517	PF00069	1
1yhs	A	P11309	PF00069	1
1yhv	A	Q13153	PF00069	1
1yhw	A	Q13153	PF00069	1
1yi3	A	P11309	PF00069	1
1yi4	A	P11309	PF00069	1
1ykr	A	P24941	PF00069	1
1ym7	A	P21146	PF00069	1
1ym7	B	P21146	PF00069	1
1ym7	C	P21146	PF00069	1
1ym7	D	P21146	PF00069	1
1yqj	A	Q16539	PF00069	1
1yrp	A	O43293	PF00069	1
1yrp	B	O43293	PF00069	1
1yw2	A	P47811	PF00069	1
1ywr	A	P47811	PF00069	1
1ywv	A	P11309	PF00069	1
1yxs	A	P11309	PF00069	1
1yxt	A	P11309	PF00069	1
1yxu	A	P11309	PF00069	1
1yxu	B	P11309	PF00069	1
1yxu	C	P11309	PF00069	1
1yxu	D	P11309	PF00069	1
1yxv	A	P11309	PF00069	1
1yxx	A	P11309	PF00069	1
1z57	A	P49759	PF00069	1
1z5m	A	O15530	PF00069	1
1z9x	A	Q9UIK4	PF00069	1
1z9x	B	Q9UIK4	PF00069	1
1z9x	C	Q9UIK4	PF00069	1
1zlt	A	O14757	PF00069	1
1zmu	A	O08679	PF00069	1
1zmu	B	O08679	PF00069	1
1zmv	A	O08679	PF00069	1
1zmv	B	O08679	PF00069	1
1zmw	A	O08679	PF00069	1
1zmw	B	O08679	PF00069	1
1zoe	A	P28523	PF00069	1
1zog	A	P28523	PF00069	1
1zoh	A	P28523	PF00069	1
1zrz	A	P41743	PF00069	1
1zws	A	Q9UIK4	PF00069	1
1zws	B	Q9UIK4	PF00069	1
1zws	C	Q9UIK4	PF00069	1
1zws	D	Q9UIK4	PF00069	1
1zws	E	Q9UIK4	PF00069	1
1zws	F	Q9UIK4	PF00069	1
1zws	G	Q9UIK4	PF00069	1
1zws	H	Q9UIK4	PF00069	1
1zxe	A	P15442	PF00069	0.888
1zxe	A	P15442	PF00069	0.653
1zxe	B	P15442	PF00069	0.653
1zxe	B	P15442	PF00069	0.888
1zxe	C	P15442	PF00069	0.653
1zxe	C	P15442	PF00069	0.888
1zxe	D	P15442	PF00069	0.653
1zxe	D	P15442	PF00069	0.888
1zxe	E	P15442	PF00069	0.653
1zxe	E	P15442	PF00069	0.888
1zxe	F	P15442	PF00069	0.653
1zxe	F	P15442	PF00069	0.888
1zy4	A	P15442	PF00069	0.888
1zy4	A	P15442	PF00069	0.653
1zy4	B	P15442	PF00069	0.653
1zy4	B	P15442	PF00069	0.888
1zy5	A	P15442	PF00069	0.653
1zy5	A	P15442	PF00069	0.888
1zy5	B	P15442	PF00069	0.653
1zy5	B	P15442	PF00069	0.888
1zyc	A	P15442	PF00069	0.653
1zyc	A	P15442	PF00069	0.888
1zyc	B	P15442	PF00069	0.653
1zyc	B	P15442	PF00069	0.888
1zyc	C	P15442	PF00069	0.653
1zyc	C	P15442	PF00069	0.888
1zyc	D	P15442	PF00069	0.653
1zyc	D	P15442	PF00069	0.888
1zyd	A	P15442	PF00069	0.653
1zyd	A	P15442	PF00069	0.888
1zyd	B	P15442	PF00069	0.653
1zyd	B	P15442	PF00069	0.888
1zyj	A	Q16539	PF00069	1
1zys	A	O14757	PF00069	1
1zz2	A	Q16539	PF00069	1
1zzl	A	Q16539	PF00069	1
2a0c	X	P24941	PF00069	1
2a19	B	P19525	PF00069	0.952
2a19	C	P19525	PF00069	0.952
2a1a	B	P19525	PF00069	0.952
2a27	A	Q9UIK4	PF00069	1
2a27	B	Q9UIK4	PF00069	1
2a27	C	Q9UIK4	PF00069	1
2a27	D	Q9UIK4	PF00069	1
2a27	E	Q9UIK4	PF00069	1
2a27	F	Q9UIK4	PF00069	1
2a27	G	Q9UIK4	PF00069	1
2a27	H	Q9UIK4	PF00069	1
2a2a	A	Q9UIK4	PF00069	1
2a2a	B	Q9UIK4	PF00069	1
2a2a	C	Q9UIK4	PF00069	1
2a2a	D	Q9UIK4	PF00069	1
2a4l	A	P24941	PF00069	1
2ac3	A	Q9HBH9	PF00069	1
2ac5	A	Q9HBH9	PF00069	1
2acx	A	P43250	PF00069	1
2acx	B	P43250	PF00069	1
2ayp	A	O14757	PF00069	1
2b1p	A	P53779	PF00069	1
2b52	A	P24941	PF00069	1
2b53	A	P24941	PF00069	1
2b54	A	P24941	PF00069	1
2b55	A	P24941	PF00069	1
2b9f	A	P16892	PF00069	1
2b9h	A	P16892	PF00069	1
2b9i	A	P16892	PF00069	1
2b9j	A	P16892	PF00069	1
2baj	A	Q16539	PF00069	1
2bak	A	Q16539	PF00069	1
2bal	A	Q16539	PF00069	1
2baq	A	Q16539	PF00069	1
2bcj	A	P21146	PF00069	1
2bdw	A	O62305	PF00069	1
2bdw	B	O62305	PF00069	1
2bfx	A	Q6DE08	PF00069	1
2bfx	B	Q6DE08	PF00069	1
2bfy	A	Q6DE08	PF00069	1
2bfy	B	Q6DE08	PF00069	1
2bhe	A	P24941	PF00069	1
2bhh	A	P24941	PF00069	1
2bik	B	P11309	PF00069	1
2bil	B	P11309	PF00069	1
2biy	A	O15530	PF00069	1
2bkz	A	P24941	PF00069	1
2bkz	C	P24941	PF00069	1
2bmc	A	O14965	PF00069	1
2bmc	B	O14965	PF00069	1
2bmc	C	O14965	PF00069	1
2bmc	D	O14965	PF00069	1
2bmc	E	O14965	PF00069	1
2bmc	F	O14965	PF00069	1
2bpm	A	P24941	PF00069	1
2bpm	C	P24941	PF00069	1
2br1	A	O14757	PF00069	1
2brb	A	O14757	PF00069	1
2brg	A	O14757	PF00069	1
2brh	A	O14757	PF00069	1
2brm	A	O14757	PF00069	1
2brn	A	O14757	PF00069	1
2bro	A	O14757	PF00069	1
2btr	A	P24941	PF00069	1
2bts	A	P24941	PF00069	1
2buj	A	O75716	PF00069	1
2buj	B	O75716	PF00069	1
2bva	A	O96013	PF00069	1
2bva	B	O96013	PF00069	1
2bzh	B	P11309	PF00069	1
2bzi	B	P11309	PF00069	1
2bzj	A	P11309	PF00069	1
2bzk	B	P11309	PF00069	1
2c1a	A	P00517	PF00069	1
2c1b	A	P00517	PF00069	1
2c30	A	Q9NQU5	PF00069	1
2c3i	B	P11309	PF00069	1
2c3j	A	O14757	PF00069	1
2c3k	A	O14757	PF00069	1
2c3l	A	O14757	PF00069	1
2c47	A	P78368	PF00069	1
2c47	B	P78368	PF00069	1
2c47	C	P78368	PF00069	1
2c47	D	P78368	PF00069	1
2c4g	A	P24941	PF00069	1
2c4g	C	P24941	PF00069	1
2c5n	A	P24941	PF00069	1
2c5n	C	P24941	PF00069	1
2c5o	A	P24941	PF00069	1
2c5o	C	P24941	PF00069	1
2c5v	A	P24941	PF00069	1
2c5v	C	P24941	PF00069	1
2c5x	A	P24941	PF00069	1
2c5x	C	P24941	PF00069	1
2c5y	A	P24941	PF00069	1
2c68	A	P24941	PF00069	1
2c69	A	P24941	PF00069	1
2c6d	A	O14965	PF00069	1
2c6e	A	O14965	PF00069	1
2c6e	B	O14965	PF00069	1
2c6i	A	P24941	PF00069	1
2c6k	A	P24941	PF00069	1
2c6l	A	P24941	PF00069	1
2c6m	A	P24941	PF00069	1
2c6o	A	P24941	PF00069	1
2c6t	A	P24941	PF00069	1
2c6t	C	P24941	PF00069	1
2cch	A	P24941	PF00069	1
2cch	C	P24941	PF00069	1
2cci	A	P24941	PF00069	1
2cci	C	P24941	PF00069	1
2cdz	A	O96013	PF00069	1
2cgu	A	O14757	PF00069	1
2cgv	A	O14757	PF00069	1
2cgw	A	O14757	PF00069	1
2cgx	A	O14757	PF00069	1
2chl	A	Q9Y6M4	PF00069	1
2cjm	A	P24941	PF00069	1
2cjm	C	P24941	PF00069	1
2cke	A	Q9UIK4	PF00069	1
2cke	B	Q9UIK4	PF00069	1
2cke	C	Q9UIK4	PF00069	1
2cke	D	Q9UIK4	PF00069	1
2clq	A	Q99683	PF00069	1
2clq	B	Q99683	PF00069	1
2clx	A	P24941	PF00069	1
2cmw	A	Q9HCP0	PF00069	1
2cn5	A	O96017	PF00069	1
2cn8	A	O96017	PF00069	1
2cpk	E	P05132	PF00069	1
2csn	A	P40233	PF00069	1
2ds1	A	P24941	PF00069	1
2duv	A	P24941	PF00069	1
2dwb	A	O14965	PF00069	1
2dyl	A	O14733	PF00069	1
2e9n	A	O14757	PF00069	1
2e9o	A	O14757	PF00069	1
2e9p	A	O14757	PF00069	1
2e9u	A	O14757	PF00069	1
2e9v	A	O14757	PF00069	1
2e9v	B	O14757	PF00069	1
2erk	A	P63086	PF00069	1
2erz	E	P05132	PF00069	1
2esm	A	Q13464	PF00069	1
2esm	B	Q13464	PF00069	1
2etk	A	Q13464	PF00069	1
2etk	B	Q13464	PF00069	1
2etr	A	Q13464	PF00069	1
2etr	B	Q13464	PF00069	1
2eu9	A	P49761	PF00069	1
2euf	B	Q00534	PF00069	1
2ewa	A	P47811	PF00069	1
2exc	X	P53779	PF00069	1
2exe	A	P49761	PF00069	1
2exm	A	P24941	PF00069	1
2f2c	B	Q00534	PF00069	1
2f2u	A	Q28021	PF00069	1
2f2u	B	Q28021	PF00069	1
2f49	A	P16892	PF00069	1
2f49	B	P16892	PF00069	1
2f57	A	Q9P286	PF00069	1
2f57	B	Q9P286	PF00069	1
2f7e	E	P00517	PF00069	1
2f7x	E	P00517	PF00069	1
2f7z	E	P00517	PF00069	1
2f9g	A	P16892	PF00069	1
2fa2	A	P16892	PF00069	1
2fa2	B	P16892	PF00069	1
2fh9	A	P06782	PF00069	1
2fsl	X	Q16539	PF00069	1
2fsm	X	Q16539	PF00069	1
2fso	X	Q16539	PF00069	1
2fst	X	Q16539	PF00069	1
2fum	A	P9WI81	PF00069	1
2fum	B	P9WI81	PF00069	1
2fum	C	P9WI81	PF00069	1
2fum	D	P9WI81	PF00069	1
2fvd	A	P24941	PF00069	1
2fys	A	P63086	PF00069	1
2fys	B	P63086	PF00069	1
2g01	A	P45983	PF00069	1
2g01	B	P45983	PF00069	1
2g9x	A	P24941	PF00069	1
2g9x	C	P24941	PF00069	1
2gcd	A	Q9JLS3	PF00069	1
2gcd	B	Q9JLS3	PF00069	1
2gdo	A	O14757	PF00069	1
2gfc	A	P00517	PF00069	1
2gfs	A	Q16539	PF00069	1
2ghg	A	O14757	PF00069	1
2ghl	A	P47811	PF00069	1
2ghm	A	P47811	PF00069	1
2gmx	A	P45983	PF00069	1
2gmx	B	P45983	PF00069	1
2gnf	A	P00517	PF00069	1
2gng	A	P00517	PF00069	1
2gnh	A	P00517	PF00069	1
2gni	A	P00517	PF00069	1
2gnj	A	P00517	PF00069	1
2gnl	A	P00517	PF00069	1
2gph	A	P63086	PF00069	1
2gtm	A	P47811	PF00069	1
2gtn	A	P47811	PF00069	1
2gu8	A	P17612	PF00069	1
2h34	A	P9WI77	PF00069	1
2h34	B	P9WI77	PF00069	1
2h6d	A	P54646	PF00069	1
2h96	A	P45983	PF00069	1
2h96	B	P45983	PF00069	1
2h9v	A	Q28021	PF00069	1
2hak	A	Q9P0L2	PF00069	1
2hak	B	Q9P0L2	PF00069	1
2hak	C	Q9P0L2	PF00069	1
2hak	D	Q9P0L2	PF00069	1
2hak	E	Q9P0L2	PF00069	1
2hak	F	Q9P0L2	PF00069	1
2hak	G	Q9P0L2	PF00069	1
2hak	H	Q9P0L2	PF00069	1
2hog	A	O14757	PF00069	1
2hw6	A	Q9BUB5	PF00069	0.935
2hw6	A	Q9BUB5	PF00069	0.983
2hw6	B	Q9BUB5	PF00069	0.935
2hw6	B	Q9BUB5	PF00069	0.983
2hw7	A	Q9HBH9	PF00069	1
2hxl	A	O14757	PF00069	1
2hxq	A	O14757	PF00069	1
2hy0	A	O14757	PF00069	1
2hy8	1	Q13153	PF00069	1
2i0e	A	P05771	PF00069	1
2i0e	B	P05771	PF00069	1
2i0h	A	Q16539	PF00069	1
2i40	A	P24941	PF00069	1
2i40	C	P24941	PF00069	1
2in6	A	P30291	PF00069	1
2io6	A	P30291	PF00069	1
2iw6	A	P24941	PF00069	1
2iw6	C	P24941	PF00069	1
2iw8	A	P24941	PF00069	1
2iw8	C	P24941	PF00069	1
2iw9	A	P24941	PF00069	1
2iw9	C	P24941	PF00069	1
2iwi	A	Q9P1W9	PF00069	1
2iwi	B	Q9P1W9	PF00069	1
2izr	A	Q9Y6M4	PF00069	1
2izs	A	Q9Y6M4	PF00069	1
2izt	A	Q9Y6M4	PF00069	1
2izu	A	Q9Y6M4	PF00069	1
2j0i	A	O96013	PF00069	1
2j2i	B	P11309	PF00069	1
2j4z	A	O14965	PF00069	1
2j4z	B	O14965	PF00069	1
2j50	A	O14965	PF00069	1
2j50	B	O14965	PF00069	1
2j51	A	Q9H2G2	PF00069	1
2j7t	A	O94804	PF00069	1
2j90	A	O43293	PF00069	1
2j90	B	O43293	PF00069	1
2j9m	A	P24941	PF00069	1
2jam	A	Q96NX5	PF00069	1
2jam	B	Q96NX5	PF00069	1
2jav	A	P51955	PF00069	1
2jbo	A	P49137	PF00069	1
2jbp	A	P49137	PF00069	1
2jbp	B	P49137	PF00069	1
2jbp	C	P49137	PF00069	1
2jbp	D	P49137	PF00069	1
2jbp	E	P49137	PF00069	1
2jbp	F	P49137	PF00069	1
2jbp	G	P49137	PF00069	1
2jbp	H	P49137	PF00069	1
2jbp	I	P49137	PF00069	1
2jbp	J	P49137	PF00069	1
2jbp	K	P49137	PF00069	1
2jbp	L	P49137	PF00069	1
2jc6	A	Q8IU85	PF00069	1
2jc6	C	Q8IU85	PF00069	1
2jd5	A	Q03656	PF00069	0.936
2jd5	A	Q03656	PF00069	0.96
2jd5	B	Q03656	PF00069	0.936
2jd5	B	Q03656	PF00069	0.96
2jdo	A	P31751	PF00069	1
2jdr	A	P31751	PF00069	1
2jds	A	P00517	PF00069	1
2jdt	A	P00517	PF00069	1
2jdv	A	P00517	PF00069	1
